Timestamp,Source_File,Line_Number,Entity_Type,Extracted_Value,Context_Snippet
2026-09-12 23:28:09,master_csv_sample.log,8,Phone Number,1-639-437-9933,...m 172.16.254.1. Audit Phone: +1-639-437-9933
2026-09-12 23:28:09,master_csv_sample.log,9,Email,alex.smith@enterprise.co.uk,...] Payment completed for user 'alex.smith@enterprise.co.uk' with Transaction ID: REF-574...
2026-09-12 23:28:09,master_csv_sample.log,9,Transaction ID,REF-574381-10,...e.co.uk' with Transaction ID: REF-574381-10 (Amount: $3149.40) via https:...
2026-09-12 23:28:09,master_csv_sample.log,9,IPv4 Address,127.0.0.1,...6-09-12 23:28:09] [WARN] [IP: 127.0.0.1] Payment completed for user '...
2026-09-12 23:28:09,master_csv_sample.log,9,Timestamp / Date,2026-09-12 23:28:09,[2026-09-12 23:28:09] [WARN] [IP: 127.0.0.1] Payme...
2026-09-12 23:28:09,master_csv_sample.log,9,Log Level,WARN,[2026-09-12 23:28:09] [WARN] [IP: 127.0.0.1] Payment comp...
2026-09-12 23:28:09,master_csv_sample.log,9,URL / Endpoint,https://cdn.assets.org/images/logo.png,...381-10 (Amount: $3149.40) via https://cdn.assets.org/images/logo.png
2026-09-12 23:28:09,master_csv_sample.log,10,Email,customer.care@ecommerce-store.shop,"...767-74, Total=$2602.20, Buyer=customer.care@ecommerce-store.shop, SourceIP=172.16.254.1"
2026-09-12 23:28:09,master_csv_sample.log,10,Transaction ID,REF-753767-74,"...] Order checkout verified: ID=REF-753767-74, Total=$2602.20, Buyer=custom..."
2026-09-12 23:28:09,master_csv_sample.log,10,IPv4 Address,172.16.254.1,"...commerce-store.shop, SourceIP=172.16.254.1"
2026-09-12 23:28:09,master_csv_sample.log,10,Timestamp / Date,2026-09-12 23:28:09,[2026-09-12 23:28:09] [INFO] Order checkout verifi...
2026-09-12 23:28:09,master_csv_sample.log,10,Log Level,INFO,[2026-09-12 23:28:09] [INFO] Order checkout verified: ID=...
2026-09-12 23:28:09,master_csv_sample.log,11,Email,accounting@fintech-solutions.org,...6-09-12 23:28:09] [WARN] User accounting@fintech-solutions.org requested password reset from...
2026-09-12 23:28:09,master_csv_sample.log,11,IPv4 Address,198.51.100.42,...requested password reset from 198.51.100.42. Audit Phone: +1-490-692-4814
2026-09-12 23:28:09,master_csv_sample.log,11,Timestamp / Date,2026-09-12 23:28:09,[2026-09-12 23:28:09] [WARN] User accounting@finte...
2026-09-12 23:28:09,master_csv_sample.log,11,Log Level,WARN,[2026-09-12 23:28:09] [WARN] User accounting@fintech-solu...
2026-09-12 23:28:09,master_csv_sample.log,11,Phone Number,1-490-692-4814,... 198.51.100.42. Audit Phone: +1-490-692-4814
2026-09-12 23:28:09,master_csv_sample.log,12,Email,contact@freelancer-portal.de,...-12 23:28:09] [CRITICAL] User contact@freelancer-portal.de requested password reset from...
2026-09-12 23:28:09,master_csv_sample.log,12,IPv4 Address,198.51.100.42,...requested password reset from 198.51.100.42. Audit Phone: +1-599-790-9891
2026-09-12 23:28:09,master_csv_sample.log,12,Timestamp / Date,2026-09-12 23:28:09,[2026-09-12 23:28:09] [CRITICAL] User contact@free...
2026-09-12 23:28:09,master_csv_sample.log,12,Log Level,CRITICAL,[2026-09-12 23:28:09] [CRITICAL] User contact@freelancer-port...
2026-09-12 23:28:09,master_csv_sample.log,12,Phone Number,1-599-790-9891,... 198.51.100.42. Audit Phone: +1-599-790-9891
2026-09-12 23:28:09,master_csv_sample.log,13,Email,accounting@fintech-solutions.org,...] Payment completed for user 'accounting@fintech-solutions.org' with Transaction ID: TRX-984...
2026-09-12 23:28:09,master_csv_sample.log,13,Transaction ID,TRX-984451-55,...ons.org' with Transaction ID: TRX-984451-55 (Amount: $3507.78) via https:...
2026-09-12 23:28:09,master_csv_sample.log,13,IPv4 Address,172.16.254.1,...-12 23:28:09] [CRITICAL] [IP: 172.16.254.1] Payment completed for user '...
2026-09-12 23:28:09,master_csv_sample.log,13,Timestamp / Date,2026-09-12 23:28:09,[2026-09-12 23:28:09] [CRITICAL] [IP: 172.16.254.1...
2026-09-12 23:28:09,master_csv_sample.log,13,Log Level,CRITICAL,[2026-09-12 23:28:09] [CRITICAL] [IP: 172.16.254.1] Payment c...
2026-09-12 23:28:09,master_csv_sample.log,13,URL / Endpoint,https://cdn.assets.org/images/logo.png,...451-55 (Amount: $3507.78) via https://cdn.assets.org/images/logo.png
2026-09-12 23:28:09,master_csv_sample.log,14,Email,alex.smith@enterprise.co.uk,...ice PAY-466555-53 for client 'alex.smith@enterprise.co.uk'. Endpoint: https://cdn.asset...
2026-09-12 23:28:09,master_csv_sample.log,14,Transaction ID,PAY-466555-53,...eout while processing invoice PAY-466555-53 for client 'alex.smith@enterp...
2026-09-12 23:28:09,master_csv_sample.log,14,Timestamp / Date,2026-09-12 23:28:09,[2026-09-12 23:28:09] [ERROR] Gateway timeout whil...
2026-09-12 23:28:09,master_csv_sample.log,14,Log Level,ERROR,[2026-09-12 23:28:09] [ERROR] Gateway timeout while proces...
2026-09-12 23:28:09,master_csv_sample.log,14,URL / Endpoint,https://cdn.assets.org/images/logo.png,...@enterprise.co.uk'. Endpoint: https://cdn.assets.org/images/logo.png
2026-09-12 23:28:09,master_csv_sample.log,15,Email,contact@freelancer-portal.de,...] Payment completed for user 'contact@freelancer-portal.de' with Transaction ID: PAY-364...
2026-09-12 23:28:09,master_csv_sample.log,15,Transaction ID,PAY-364984-40,...rtal.de' with Transaction ID: PAY-364984-40 (Amount: $300.76) via https:/...
2026-09-12 23:28:09,master_csv_sample.log,15,IPv4 Address,192.168.1.105,...6-09-12 23:28:09] [WARN] [IP: 192.168.1.105] Payment completed for user '...
2026-09-12 23:28:09,master_csv_sample.log,15,Timestamp / Date,2026-09-12 23:28:09,[2026-09-12 23:28:09] [WARN] [IP: 192.168.1.105] P...
2026-09-12 23:28:09,master_csv_sample.log,15,Log Level,WARN,[2026-09-12 23:28:09] [WARN] [IP: 192.168.1.105] Payment ...
2026-09-12 23:28:09,master_csv_sample.log,15,URL / Endpoint,https://gateway.payment.io/api/checkout,...4984-40 (Amount: $300.76) via https://gateway.payment.io/api/checkout
2026-09-12 23:28:09,master_csv_sample.log,16,Email,customer.care@ecommerce-store.shop,...9-12 23:28:09] [WARNING] User customer.care@ecommerce-store.shop requested password reset from...
2026-09-12 23:28:09,master_csv_sample.log,16,IPv4 Address,127.0.0.1,...requested password reset from 127.0.0.1. Audit Phone: +1-675-264-9100
2026-09-12 23:28:09,master_csv_sample.log,16,Timestamp / Date,2026-09-12 23:28:09,[2026-09-12 23:28:09] [WARNING] User customer.care...
2026-09-12 23:28:09,master_csv_sample.log,16,Log Level,WARNING,[2026-09-12 23:28:09] [WARNING] User customer.care@ecommerce...
2026-09-12 23:28:09,master_csv_sample.log,16,Phone Number,1-675-264-9100,...from 127.0.0.1. Audit Phone: +1-675-264-9100
2026-09-12 23:28:09,master_csv_sample.log,17,Email,billing@globalpay-gateway.io,"...319-17, Total=$4157.79, Buyer=billing@globalpay-gateway.io, SourceIP=198.51.100.42"
2026-09-12 23:28:09,master_csv_sample.log,17,Transaction ID,TRX-446319-17,"...] Order checkout verified: ID=TRX-446319-17, Total=$4157.79, Buyer=billin..."
2026-09-12 23:28:09,master_csv_sample.log,17,IPv4 Address,198.51.100.42,"...lobalpay-gateway.io, SourceIP=198.51.100.42"
2026-09-12 23:28:09,master_csv_sample.log,17,Timestamp / Date,2026-09-12 23:28:09,[2026-09-12 23:28:09] [DEBUG] Order checkout verif...
2026-09-12 23:28:09,master_csv_sample.log,17,Log Level,DEBUG,[2026-09-12 23:28:09] [DEBUG] Order checkout verified: ID=...
2026-09-12 23:28:09,master_csv_sample.log,18,Email,alex.smith@enterprise.co.uk,...ice TRX-202947-94 for client 'alex.smith@enterprise.co.uk'. Endpoint: https://auth.comp...
2026-09-12 23:28:09,master_csv_sample.log,18,Transaction ID,TRX-202947-94,...eout while processing invoice TRX-202947-94 for client 'alex.smith@enterp...
2026-09-12 23:28:09,master_csv_sample.log,18,Timestamp / Date,2026-09-12 23:28:09,[2026-09-12 23:28:09] [ERROR] Gateway timeout whil...
2026-09-12 23:28:09,master_csv_sample.log,18,Log Level,ERROR,[2026-09-12 23:28:09] [ERROR] Gateway timeout while proces...
2026-09-12 23:28:09,master_csv_sample.log,18,URL / Endpoint,https://auth.company.com/oauth/v2/token,...@enterprise.co.uk'. Endpoint: https://auth.company.com/oauth/v2/token
2026-09-12 23:28:09,master_csv_sample.log,19,Email,customer.care@ecommerce-store.shop,...61721-33. Alert dispatched to customer.care@ecommerce-store.shop
2026-09-12 23:28:09,master_csv_sample.log,19,Transaction ID,REF-661721-33,...dlock detected on transaction REF-661721-33. Alert dispatched to customer...
2026-09-12 23:28:09,master_csv_sample.log,19,Timestamp / Date,2026-09-12 23:28:09,[2026-09-12 23:28:09] [CRITICAL] Database deadlock...
2026-09-12 23:28:09,master_csv_sample.log,19,Log Level,CRITICAL,[2026-09-12 23:28:09] [CRITICAL] Database deadlock detected o...
2026-09-12 23:28:09,master_csv_sample.log,20,Email,alex.smith@enterprise.co.uk,...] Payment completed for user 'alex.smith@enterprise.co.uk' with Transaction ID: TRX-746...
2026-09-12 23:28:09,master_csv_sample.log,20,Transaction ID,TRX-746413-35,...e.co.uk' with Transaction ID: TRX-746413-35 (Amount: $477.47) via https:/...
2026-09-12 23:28:09,master_csv_sample.log,20,IPv4 Address,172.16.254.1,...6-09-12 23:28:09] [INFO] [IP: 172.16.254.1] Payment completed for user '...
2026-09-12 23:28:09,master_csv_sample.log,20,Timestamp / Date,2026-09-12 23:28:09,[2026-09-12 23:28:09] [INFO] [IP: 172.16.254.1] Pa...
2026-09-12 23:28:09,master_csv_sample.log,20,Log Level,INFO,[2026-09-12 23:28:09] [INFO] [IP: 172.16.254.1] Payment c...
2026-09-12 23:28:09,master_csv_sample.log,20,URL / Endpoint,https://cdn.assets.org/images/logo.png,...6413-35 (Amount: $477.47) via https://cdn.assets.org/images/logo.png
2026-09-12 23:28:09,master_csv_sample.log,21,Email,security-alert@auth0-monitor.com,...ice TRX-400219-77 for client 'security-alert@auth0-monitor.com'. Endpoint: https://api.strip...
2026-09-12 23:28:09,master_csv_sample.log,21,Transaction ID,TRX-400219-77,...eout while processing invoice TRX-400219-77 for client 'security-alert@au...
2026-09-12 23:28:09,master_csv_sample.log,21,Timestamp / Date,2026-09-12 23:28:09,[2026-09-12 23:28:09] [ERROR] Gateway timeout whil...
2026-09-12 23:28:09,master_csv_sample.log,21,Log Level,ERROR,[2026-09-12 23:28:09] [ERROR] Gateway timeout while proces...
2026-09-12 23:28:09,master_csv_sample.log,21,URL / Endpoint,https://api.stripe.com/v1/charges,...auth0-monitor.com'. Endpoint: https://api.stripe.com/v1/charges
2026-09-12 23:28:09,master_csv_sample.log,22,Email,sarah_connor@techcorp.internal,"...59066-52, Total=$16.73, Buyer=sarah_connor@techcorp.internal, SourceIP=10.0.4.52"
2026-09-12 23:28:09,master_csv_sample.log,22,Transaction ID,TRX-859066-52,"...] Order checkout verified: ID=TRX-859066-52, Total=$16.73, Buyer=sarah_co..."
2026-09-12 23:28:09,master_csv_sample.log,22,IPv4 Address,10.0.4.52,"...r@techcorp.internal, SourceIP=10.0.4.52"
2026-09-12 23:28:09,master_csv_sample.log,22,Timestamp / Date,2026-09-12 23:28:09,[2026-09-12 23:28:09] [ERROR] Order checkout verif...
2026-09-12 23:28:09,master_csv_sample.log,22,Log Level,ERROR,[2026-09-12 23:28:09] [ERROR] Order checkout verified: ID=...
2026-09-12 23:28:09,master_csv_sample.log,23,Email,sarah_connor@techcorp.internal,...] Payment completed for user 'sarah_connor@techcorp.internal' with Transaction ID: TXN-256...
2026-09-12 23:28:09,master_csv_sample.log,23,Transaction ID,TXN-256521-96,...nternal' with Transaction ID: TXN-256521-96 (Amount: $2306.37) via https:...
2026-09-12 23:28:09,master_csv_sample.log,23,IPv4 Address,10.0.4.52,...6-09-12 23:28:09] [WARN] [IP: 10.0.4.52] Payment completed for user '...
2026-09-12 23:28:09,master_csv_sample.log,23,Timestamp / Date,2026-09-12 23:28:09,[2026-09-12 23:28:09] [WARN] [IP: 10.0.4.52] Payme...
2026-09-12 23:28:09,master_csv_sample.log,23,Log Level,WARN,[2026-09-12 23:28:09] [WARN] [IP: 10.0.4.52] Payment comp...
2026-09-12 23:28:09,master_csv_sample.log,23,URL / Endpoint,https://cdn.assets.org/images/logo.png,...521-96 (Amount: $2306.37) via https://cdn.assets.org/images/logo.png
2026-09-12 23:28:09,master_csv_sample.log,24,Email,contact@freelancer-portal.de,...] Payment completed for user 'contact@freelancer-portal.de' with Transaction ID: PAY-580...
2026-09-12 23:28:09,master_csv_sample.log,24,Transaction ID,PAY-580159-11,...rtal.de' with Transaction ID: PAY-580159-11 (Amount: $890.25) via https:/...
2026-09-12 23:28:09,master_csv_sample.log,24,IPv4 Address,192.168.1.105,...-09-12 23:28:09] [DEBUG] [IP: 192.168.1.105] Payment completed for user '...
2026-09-12 23:28:09,master_csv_sample.log,24,Timestamp / Date,2026-09-12 23:28:09,[2026-09-12 23:28:09] [DEBUG] [IP: 192.168.1.105] ...
2026-09-12 23:28:09,master_csv_sample.log,24,Log Level,DEBUG,[2026-09-12 23:28:09] [DEBUG] [IP: 192.168.1.105] Payment ...
2026-09-12 23:28:09,master_csv_sample.log,24,URL / Endpoint,https://api.stripe.com/v1/charges,...0159-11 (Amount: $890.25) via https://api.stripe.com/v1/charges
2026-09-12 23:28:09,master_csv_sample.log,25,Email,customer.care@ecommerce-store.shop,...ice REF-355527-38 for client 'customer.care@ecommerce-store.shop'. Endpoint: https://auth.comp...
2026-09-12 23:28:09,master_csv_sample.log,25,Transaction ID,REF-355527-38,...eout while processing invoice REF-355527-38 for client 'customer.care@eco...
2026-09-12 23:28:09,master_csv_sample.log,25,Timestamp / Date,2026-09-12 23:28:09,[2026-09-12 23:28:09] [ERROR] Gateway timeout whil...
2026-09-12 23:28:09,master_csv_sample.log,25,Log Level,ERROR,[2026-09-12 23:28:09] [ERROR] Gateway timeout while proces...
2026-09-12 23:28:09,master_csv_sample.log,25,URL / Endpoint,https://auth.company.com/oauth/v2/token,...mmerce-store.shop'. Endpoint: https://auth.company.com/oauth/v2/token
2026-09-12 23:28:09,master_csv_sample.log,26,Email,billing@globalpay-gateway.io,"...724-67, Total=$3772.49, Buyer=billing@globalpay-gateway.io, SourceIP=10.0.4.52"
2026-09-12 23:28:09,master_csv_sample.log,26,Transaction ID,INV-893724-67,"...] Order checkout verified: ID=INV-893724-67, Total=$3772.49, Buyer=billin..."
2026-09-12 23:28:09,master_csv_sample.log,26,IPv4 Address,10.0.4.52,"...lobalpay-gateway.io, SourceIP=10.0.4.52"
2026-09-12 23:28:09,master_csv_sample.log,26,Timestamp / Date,2026-09-12 23:28:09,[2026-09-12 23:28:09] [ERROR] Order checkout verif...
2026-09-12 23:28:09,master_csv_sample.log,26,Log Level,ERROR,[2026-09-12 23:28:09] [ERROR] Order checkout verified: ID=...
2026-09-12 23:28:09,master_csv_sample.log,27,Email,support.desk@cloudservice.net,"...532-73, Total=$3235.34, Buyer=support.desk@cloudservice.net, SourceIP=172.16.254.1"
2026-09-12 23:28:09,master_csv_sample.log,27,Transaction ID,TRX-388532-73,"...] Order checkout verified: ID=TRX-388532-73, Total=$3235.34, Buyer=suppor..."
2026-09-12 23:28:09,master_csv_sample.log,27,IPv4 Address,172.16.254.1,"...sk@cloudservice.net, SourceIP=172.16.254.1"
2026-09-12 23:28:09,master_csv_sample.log,27,Timestamp / Date,2026-09-12 23:28:09,[2026-09-12 23:28:09] [WARNING] Order checkout ver...
2026-09-12 23:28:09,master_csv_sample.log,27,Log Level,WARNING,[2026-09-12 23:28:09] [WARNING] Order checkout verified: ID=...
2026-09-12 23:28:09,master_csv_sample.log,28,Email,accounting@fintech-solutions.org,...] Payment completed for user 'accounting@fintech-solutions.org' with Transaction ID: TXN-437...
2026-09-12 23:28:09,master_csv_sample.log,28,Transaction ID,TXN-437235-73,...ons.org' with Transaction ID: TXN-437235-73 (Amount: $2345.44) via https:...
2026-09-12 23:28:09,master_csv_sample.log,28,IPv4 Address,127.0.0.1,...6-09-12 23:28:09] [INFO] [IP: 127.0.0.1] Payment completed for user '...
2026-09-12 23:28:09,master_csv_sample.log,28,Timestamp / Date,2026-09-12 23:28:09,[2026-09-12 23:28:09] [INFO] [IP: 127.0.0.1] Payme...
2026-09-12 23:28:09,master_csv_sample.log,28,Log Level,INFO,[2026-09-12 23:28:09] [INFO] [IP: 127.0.0.1] Payment comp...
2026-09-12 23:28:09,master_csv_sample.log,28,URL / Endpoint,https://api.stripe.com/v1/charges,...235-73 (Amount: $2345.44) via https://api.stripe.com/v1/charges
2026-09-12 23:28:09,master_csv_sample.log,29,Email,support.desk@cloudservice.net,...ice REF-886852-47 for client 'support.desk@cloudservice.net'. Endpoint: https://cdn.asset...
2026-09-12 23:28:09,master_csv_sample.log,29,Transaction ID,REF-886852-47,...eout while processing invoice REF-886852-47 for client 'support.desk@clou...
2026-09-12 23:28:09,master_csv_sample.log,29,Timestamp / Date,2026-09-12 23:28:09,[2026-09-12 23:28:09] [ERROR] Gateway timeout whil...
2026-09-12 23:28:09,master_csv_sample.log,29,Log Level,ERROR,[2026-09-12 23:28:09] [ERROR] Gateway timeout while proces...
2026-09-12 23:28:09,master_csv_sample.log,29,URL / Endpoint,https://cdn.assets.org/images/logo.png,...@cloudservice.net'. Endpoint: https://cdn.assets.org/images/logo.png
2026-09-12 23:28:09,master_csv_sample.log,30,Email,accounting@fintech-solutions.org,...-09-12 23:28:09] [ERROR] User accounting@fintech-solutions.org requested password reset from...
2026-09-12 23:28:09,master_csv_sample.log,30,IPv4 Address,8.8.8.8,...requested password reset from 8.8.8.8. Audit Phone: +1-926-850-6401
2026-09-12 23:28:09,master_csv_sample.log,30,Timestamp / Date,2026-09-12 23:28:09,[2026-09-12 23:28:09] [ERROR] User accounting@fint...
2026-09-12 23:28:09,master_csv_sample.log,30,Log Level,ERROR,[2026-09-12 23:28:09] [ERROR] User accounting@fintech-solu...
2026-09-12 23:28:09,master_csv_sample.log,30,Phone Number,1-926-850-6401,...t from 8.8.8.8. Audit Phone: +1-926-850-6401
2026-09-12 23:28:09,master_csv_sample.log,31,Email,alex.smith@enterprise.co.uk,...] Payment completed for user 'alex.smith@enterprise.co.uk' with Transaction ID: TXN-683...
2026-09-12 23:28:09,master_csv_sample.log,31,Transaction ID,TXN-683388-23,...e.co.uk' with Transaction ID: TXN-683388-23 (Amount: $4302.14) via https:...
2026-09-12 23:28:09,master_csv_sample.log,31,IPv4 Address,127.0.0.1,...6-09-12 23:28:09] [WARN] [IP: 127.0.0.1] Payment completed for user '...
2026-09-12 23:28:09,master_csv_sample.log,31,Timestamp / Date,2026-09-12 23:28:09,[2026-09-12 23:28:09] [WARN] [IP: 127.0.0.1] Payme...
2026-09-12 23:28:09,master_csv_sample.log,31,Log Level,WARN,[2026-09-12 23:28:09] [WARN] [IP: 127.0.0.1] Payment comp...
2026-09-12 23:28:09,master_csv_sample.log,31,URL / Endpoint,https://api.stripe.com/v1/charges,...388-23 (Amount: $4302.14) via https://api.stripe.com/v1/charges
2026-09-12 23:28:09,master_csv_sample.log,32,Email,billing@globalpay-gateway.io,...6-09-12 23:28:09] [INFO] User billing@globalpay-gateway.io requested password reset from...
2026-09-12 23:28:09,master_csv_sample.log,32,IPv4 Address,8.8.8.8,...requested password reset from 8.8.8.8. Audit Phone: +1-703-411-9481
2026-09-12 23:28:09,master_csv_sample.log,32,Timestamp / Date,2026-09-12 23:28:09,[2026-09-12 23:28:09] [INFO] User billing@globalpa...
2026-09-12 23:28:09,master_csv_sample.log,32,Log Level,INFO,[2026-09-12 23:28:09] [INFO] User billing@globalpay-gatew...
2026-09-12 23:28:09,master_csv_sample.log,32,Phone Number,1-703-411-9481,...t from 8.8.8.8. Audit Phone: +1-703-411-9481
2026-09-12 23:28:09,master_csv_sample.log,33,Email,billing@globalpay-gateway.io,...-09-12 23:28:09] [DEBUG] User billing@globalpay-gateway.io requested password reset from...
2026-09-12 23:28:09,master_csv_sample.log,33,IPv4 Address,203.0.113.195,...requested password reset from 203.0.113.195. Audit Phone: +1-931-187-6569
2026-09-12 23:28:09,master_csv_sample.log,33,Timestamp / Date,2026-09-12 23:28:09,[2026-09-12 23:28:09] [DEBUG] User billing@globalp...
2026-09-12 23:28:09,master_csv_sample.log,33,Log Level,DEBUG,[2026-09-12 23:28:09] [DEBUG] User billing@globalpay-gatew...
2026-09-12 23:28:09,master_csv_sample.log,33,Phone Number,1-931-187-6569,... 203.0.113.195. Audit Phone: +1-931-187-6569
2026-09-12 23:28:09,master_csv_sample.log,34,Email,alex.smith@enterprise.co.uk,...] Payment completed for user 'alex.smith@enterprise.co.uk' with Transaction ID: TXN-172...
2026-09-12 23:28:09,master_csv_sample.log,34,Transaction ID,TXN-172442-27,...e.co.uk' with Transaction ID: TXN-172442-27 (Amount: $1577.83) via https:...
2026-09-12 23:28:09,master_csv_sample.log,34,IPv4 Address,8.8.8.8,...-12 23:28:09] [CRITICAL] [IP: 8.8.8.8] Payment completed for user '...
2026-09-12 23:28:09,master_csv_sample.log,34,Timestamp / Date,2026-09-12 23:28:09,[2026-09-12 23:28:09] [CRITICAL] [IP: 8.8.8.8] Pay...
2026-09-12 23:28:09,master_csv_sample.log,34,Log Level,CRITICAL,[2026-09-12 23:28:09] [CRITICAL] [IP: 8.8.8.8] Payment comple...
2026-09-12 23:28:09,master_csv_sample.log,34,URL / Endpoint,https://api.stripe.com/v1/charges,...442-27 (Amount: $1577.83) via https://api.stripe.com/v1/charges
